Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HTTPS Self Signed Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Base Domain HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS,Unknown Error
doj.gov,doj.gov,http://doj.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
dol-esa.gov,dol-esa.gov,http://dol-esa.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
dol.gov,dol.gov,https://www.dol.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
doleta.gov,doleta.gov,https://doleta.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
donaciondeorganos.gov,donaciondeorganos.gov,https://donaciondeorganos.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=157680000,157680000,False,False,False,False,False,True,True,True,False
donotcall.gov,donotcall.gov,https://donotcall.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
dontserveteens.gov,dontserveteens.gov,http://dontserveteens.gov,True,True,https://www.consumer.ftc.gov/features/feature-0028-we-dont-serve-teens,False,False,False,True,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
dot.gov,dot.gov,https://www.dot.gov,True,True,https://www.transportation.gov/,True,True,False,True,False,False,False,False,True,max-age=31622400,31622400,False,False,False,False,False,True,True,True,False
dotgov.gov,dotgov.gov,https://www.dotgov.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
dotideahub.gov,dotideahub.gov,https://www.dotideahub.gov,True,True,https://auth.smext.faa.gov/arcotafm/login.jsp?TYPE=33554433&REALMOID=06-16e686be-7e29-4490-a22c-43993d9c4c80&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-%2bA14x8yMZnn8MnnJ8UxcaQC66WAwv4f1Qn0FPeTfxkL49guIwsrGm5pECFukZSyD&TARGET=-SM-HTTPS%3a%2f%2fwww.dotideahub.gov%2f,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
dottrafficrecords.gov,dottrafficrecords.gov,http://dottrafficrecords.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
dra.gov,dra.gov,http://dra.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
drought.gov,drought.gov,https://www.drought.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
drugabuse.gov,drugabuse.gov,https://www.drugabuse.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubdomains,31536000,False,False,False,False,False,True,True,True,False
drugfreeworkplace.gov,drugfreeworkplace.gov,http://drugfreeworkplace.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
drywallresponse.gov,drywallresponse.gov,http://drywallresponse.gov,True,True,https://www.cpsc.gov/Safety-Education/Safety-Education-Centers/Drywall/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
dsac.gov,dsac.gov,https://www.dsac.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False
dtv.gov,dtv.gov,http://dtv.gov,True,True,https://www.fcc.gov/general/digital-television,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
e-enterprise.gov,e-enterprise.gov,https://e-enterprise.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
e-qip.gov,e-qip.gov,http://e-qip.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
e-verify.gov,e-verify.gov,http://e-verify.gov,True,True,https://www.uscis.gov/e-verify,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
eac.gov,eac.gov,https://www.eac.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
eaclearinghouse.gov,eaclearinghouse.gov,http://eaclearinghouse.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
eaglecash.gov,eaglecash.gov,http://eaglecash.gov,True,True,https://www.fiscal.treasury.gov/fsservices/gov/pmt/eagleCash/eagleCash_home.htm,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
earmarks.gov,earmarks.gov,http://www.earmarks.gov,True,True,,True,False,False,False,False,False,False,False,True,max-age=86400,86400,True,True,False,False,False,True,False,False,False
earthquake.gov,earthquake.gov,https://www.earthquake.gov,True,True,https://earthquake.usgs.gov,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
earthsystemprediction.gov,earthsystemprediction.gov,http://earthsystemprediction.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
ecfr.gov,ecfr.gov,https://ecfr.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
economicinclusion.gov,economicinclusion.gov,https://economicinclusion.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=157680000; includeSubDomains; preload,157680000,True,True,False,False,False,True,True,True,False
econsumer.gov,econsumer.gov,https://econsumer.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
ecpic.gov,ecpic.gov,https://www.ecpic.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False
ecr.gov,ecr.gov,http://ecr.gov,True,True,https://www.udall.gov/OurPrograms/Institute/Institute.aspx,True,False,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
ed.gov,ed.gov,https://www.ed.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
eda.gov,eda.gov,https://eda.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
edison.gov,edison.gov,http://edison.gov,True,True,https://public.era.nih.gov/iedison/public/login.do?TYPE=33554433&REALMOID=06-dc4d00e8-1464-45e1-937f-0525407c30fd&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-938PYmoLVb4VrDeXo04LZUDVDvc%2b3899ByInEAjuSUvWNIGfB2zRpWiCivYGCogG&TARGET=-SM-HTTP%3a%2f%2fpublic.era.nih.gov%2fiedison,True,False,False,True,False,False,False,False,True,max-age=31557600; includeSubDomains,31557600,True,False,False,False,False,True,True,True,False
edpubs.gov,edpubs.gov,http://edpubs.gov,True,True,https://www.ed.gov/edpubs/,False,False,False,True,True,False,False,False,False,,,False,False,False,False,False,True,True,False,False
education.gov,education.gov,https://education.gov,True,True,https://www.ed.gov/,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
eeoc.gov,eeoc.gov,https://www.eeoc.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000,63072000,False,False,False,False,False,True,True,True,False
eftps.gov,eftps.gov,https://www.eftps.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
eguardian.gov,eguardian.gov,http://eguardian.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
eia.gov,eia.gov,https://www.eia.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=15552000,15552000,False,False,False,False,False,True,True,False,False
eisenhowermemorial.gov,eisenhowermemorial.gov,http://eisenhowermemorial.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
eldercare.gov,eldercare.gov,http://eldercare.gov,True,True,https://eldercare.acl.gov/Public/Index.aspx,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
elderjustice.gov,elderjustice.gov,http://elderjustice.gov,True,True,https://www.justice.gov/elderjustice,True,False,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
emergency-federal-register.gov,emergency-federal-register.gov,http://emergency-federal-register.gov,True,True,https://www.archives.gov/federal-register,True,False,False,False,False,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,True,False,True,False
employeeexpress.gov,employeeexpress.gov,https://www.employeeexpress.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
employer.gov,employer.gov,http://employer.gov,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
empowhr.gov,empowhr.gov,https://empowhr.gov,True,False,,False,True,False,True,True,False,False,False,True,max-age=94699797; includeSubDomains,94699797,True,False,False,False,False,True,True,True,False
ems.gov,ems.gov,https://www.ems.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
endingthedocumentgame.gov,endingthedocumentgame.gov,https://endingthedocumentgame.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
energy.gov,energy.gov,https://energy.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
energycodes.gov,energycodes.gov,https://www.energycodes.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=15768000,15768000,False,False,False,False,False,True,True,False,False
energysaver.gov,energysaver.gov,http://energysaver.gov,True,True,https://energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
energysavers.gov,energysavers.gov,http://energysavers.gov,True,True,https://energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
energystar.gov,energystar.gov,https://www.energystar.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
eop.gov,eop.gov,https://www.eop.gov,True,True,https://www.whitehouse.gov/redirected-from-eop,True,True,False,True,False,False,False,False,True,max-age=3600,3600,False,False,False,False,False,True,True,False,False
epa.gov,epa.gov,https://www.epa.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; preload;,31536000,False,False,False,False,False,True,True,True,False
epic.gov,epic.gov,https://www.epic.gov,True,False,,True,True,False,True,False,False,False,False,True,"max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload",31536000,True,True,False,False,False,True,True,True,False
erdc.gov,erdc.gov,http://erdc.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
errp.gov,errp.gov,http://errp.gov,True,True,https://www.cms.gov/CCIIO/Programs-and-Initiatives/Insurance-Programs/Early-Retiree-Reinsurance-Program.html,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
esa.gov,esa.gov,http://esa.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,False,True,False
esc.gov,esc.gov,https://www.esc.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
eseclab.gov,eseclab.gov,http://eseclab.gov,True,True,,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
esrs.gov,esrs.gov,https://esrs.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True,False
eta-find.gov,eta-find.gov,https://eta-find.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
ethics.gov,ethics.gov,http://ethics.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
ethicsburg.gov,ethicsburg.gov,https://www.ethicsburg.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
evergladesrestoration.gov,evergladesrestoration.gov,https://evergladesrestoration.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload;,31536000,True,True,False,False,False,True,True,True,False
everify.gov,everify.gov,https://everify.gov,True,True,https://www.uscis.gov/e-verify,False,True,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
everykidinapark.gov,everykidinapark.gov,https://everykidinapark.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
evus.gov,evus.gov,https://www.evus.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
execsec.gov,execsec.gov,https://www.execsec.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True,False
exim.gov,exim.gov,http://www.exim.gov,True,True,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
exploretsp.gov,exploretsp.gov,http://exploretsp.gov,True,True,https://www.tsp.gov/index.html,True,False,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
export.gov,export.gov,https://www.export.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
eyenote.gov,eyenote.gov,http://eyenote.gov,True,False,,False,False,False,False,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False
faa.gov,faa.gov,https://www.faa.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
faasafety.gov,faasafety.gov,https://www.faasafety.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
faca.gov,faca.gov,https://faca.gov,True,True,https://www.gsa.gov/policy-regulations/policy/federal-advisory-committee-act-faca-management-overview,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
facadatabase.gov,facadatabase.gov,https://facadatabase.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
fafsa.gov,fafsa.gov,https://fafsa.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
fai.gov,fai.gov,https://www.fai.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
famep.gov,famep.gov,http://famep.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
fan.gov,fan.gov,http://fan.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
fapiis.gov,fapiis.gov,https://www.fapiis.gov,True,False,,False,True,True,True,True,False,False,False,True,max-age=34070400; includeSubDomains,34070400,True,False,False,False,False,False,False,True,False
faq.gov,faq.gov,http://faq.gov,True,True,https://www.usa.gov/contact-by-topic,True,False,False,False,False,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,False,True,False
fara.gov,fara.gov,https://www.fara.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
fasab.gov,fasab.gov,http://fasab.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
fatherhood.gov,fatherhood.gov,https://www.fatherhood.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False
fbi.gov,fbi.gov,https://www.fbi.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
fbiic.gov,fbiic.gov,https://www.fbiic.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False,True,True,True,False
fbijobs.gov,fbijobs.gov,https://fbijobs.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
fbo.gov,fbo.gov,https://www.fbo.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True,False
fca.gov,fca.gov,https://fca.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
fcc.gov,fcc.gov,https://www.fcc.gov,True,False,,True,True,False,False,False,False,False,False,True,"max-age=31536000; includeSubDomains, max-age=31536000",31536000,False,False,False,False,False,True,True,True,False
fccuniversity.gov,fccuniversity.gov,http://fccuniversity.gov,True,True,https://gm2.geolearning.com/geonext/fcc/domaininactive.geo,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
fcg.gov,fcg.gov,https://www.fcg.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fcic.gov,fcic.gov,http://fcic.gov,True,True,https://cybercemetery.unt.edu/archive/fcic/20110310172443/http://fcic.gov/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
fcsic.gov,fcsic.gov,https://www.fcsic.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=2592000; includeSubDomains; preload,2592000,True,False,False,False,False,True,True,False,False
fda.gov,fda.gov,https://www.fda.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fdic.gov,fdic.gov,https://www.fdic.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fdicconnect.gov,fdicconnect.gov,https://www.fdicconnect.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=480,480,False,False,False,False,False,True,True,False,False
fdicig.gov,fdicig.gov,https://fdicig.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,True,True,True,False
fdicoig.gov,fdicoig.gov,https://fdicoig.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,True,True,True,False
fdicseguro.gov,fdicseguro.gov,https://www.fdicseguro.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fdlp.gov,fdlp.gov,https://www.fdlp.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
fdms.gov,fdms.gov,https://www.fdms.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000;  includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
fdsys.gov,fdsys.gov,https://fdsys.gov,True,True,https://www.gpo.gov/fdsys/,True,True,False,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
fea.gov,fea.gov,http://www.fea.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
feb.gov,feb.gov,https://feb.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fec.gov,fec.gov,https://www.fec.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fed.us,fed.us,http://fed.us,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
fedbizopps.gov,fedbizopps.gov,http://fedbizopps.gov,True,True,https://www.fbo.gov/,True,False,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True,False
fedcenter.gov,fedcenter.gov,https://fedcenter.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
federalcourts.gov,federalcourts.gov,http://www.federalcourts.gov,True,True,http://www.uscourts.gov/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
federalinvestments.gov,federalinvestments.gov,https://federalinvestments.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
federaljobs.gov,federaljobs.gov,https://federaljobs.gov,True,True,https://www.usajobs.gov/,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
federalprobation.gov,federalprobation.gov,http://www.federalprobation.gov,True,True,http://www.uscourts.gov/services-forms/probation-and-pretrial-services,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
federalregister.gov,federalregister.gov,https://www.federalregister.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload;,63072000,False,False,False,False,False,True,True,True,False
federalreserve.gov,federalreserve.gov,https://www.federalreserve.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False,True,True,True,False
federalreserve100.gov,federalreserve100.gov,http://federalreserve100.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
federalreserve2013.gov,federalreserve2013.gov,http://federalreserve2013.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
federalreserveconsumerhelp.gov,federalreserveconsumerhelp.gov,https://federalreserveconsumerhelp.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
federalrules.gov,federalrules.gov,http://www.federalrules.gov,True,True,http://www.uscourts.gov/rules-policies,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
federalspending.gov,federalspending.gov,http://federalspending.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
fedidcard.gov,fedidcard.gov,https://fedidcard.gov,True,False,,False,True,False,True,True,False,False,False,True,max-age=15552001,15552001,False,False,False,False,False,True,True,False,False
fedinfo.gov,fedinfo.gov,http://fedinfo.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
fedinvest.gov,fedinvest.gov,https://fedinvest.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
fedjobs.gov,fedjobs.gov,https://fedjobs.gov,True,True,https://www.usajobs.gov/,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
fedpartnership.gov,fedpartnership.gov,https://fedpartnership.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fedramp.gov,fedramp.gov,https://www.fedramp.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
fedreg.gov,fedreg.gov,http://fedreg.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
fedrooms.gov,fedrooms.gov,https://fedrooms.gov,True,True,https://www.gsa.gov/travel/plan-book/lodging/fedrooms174,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fedshirevets.gov,fedshirevets.gov,https://fedshirevets.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fedspending.gov,fedspending.gov,http://fedspending.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
feedthefuture.gov,feedthefuture.gov,https://feedthefuture.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
fegli.gov,fegli.gov,https://fegli.gov,True,True,https://www.opm.gov/healthcare-insurance/life-insurance,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fema.gov,fema.gov,http://www.fema.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
ferc.gov,ferc.gov,https://ferc.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fercalt.gov,fercalt.gov,http://fercalt.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=31536000; includeSubdomains,31536000,True,False,False,False,False,True,False,True,False
ffiec.gov,ffiec.gov,https://www.ffiec.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False,True,True,True,False
fgdc.gov,fgdc.gov,https://fgdc.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
fha.gov,fha.gov,https://fha.gov,True,True,https://www.hud.gov/program_offices/housing,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains;,31536000,True,False,False,False,False,True,True,True,False
fhfa.gov,fhfa.gov,https://www.fhfa.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
fhfaoig.gov,fhfaoig.gov,https://www.fhfaoig.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
fhfb.gov,fhfb.gov,http://fhfb.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
financialresearch.gov,financialresearch.gov,https://www.financialresearch.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
financialstability.gov,financialstability.gov,http://www.financialstability.gov,True,True,https://www.treasury.gov/initiatives/financial-stability/Pages/default.aspx,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
fincen.gov,fincen.gov,https://www.fincen.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
firecode.gov,firecode.gov,https://www.firecode.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=63072000; includeSubdomains,63072000,False,False,False,False,False,True,True,True,False
